"fraud_case_id","transaction_id","cardholder_id","card_id","alert_date","fraud_type","investigation_status","chargeback_amount","loss_amount","model_score"
"910","24140","15913","18310","2025-03-14","identity_theft","under_review","1717.82","1261.24","0.933"
"911","109667","223","2645","2025-07-09","merchant_collusion","under_review","7208.32","2983.6","0.305"
"912","51344","6458","16957","2025-10-14","identity_theft","recovered","7767.76","3281.48","0.753"
"913","99218","6856","21253","2025-12-06","merchant_collusion","recovered","1474.45","2184.69","0.624"
"914","98408","758","348","2025-01-27","account_takeover","recovered","4755.51","1971.71","0.824"
"915","172265","1695","14600","2025-05-14","identity_theft","under_review","3972.66","5718.79","0.298"
"916","146214","15150","11272","2025-12-18","card_not_present","recovered","2662.0","2171.11","0.669"
"917","153388","3254","4317","2025-07-09","counterfeit","recovered","5396.12","1638.73","0.753"
"918","39318","11892","20368","2025-09-21","identity_theft","recovered","5550.2","3402.81","0.526"
"919","109833","11587","12938","2025-09-15","card_not_present","confirmed_fraud","4607.46","357.59","0.93"
"920","50538","4768","16314","2025-01-15","merchant_collusion","false_positive","5553.35","1860.99","0.489"
"921","144245","4808","23982","2025-02-22","friendly_fraud","recovered","7754.8","2422.33","0.917"
"922","52341","15161","1834","2025-03-23","friendly_fraud","under_review","3387.01","2826.09","0.46"
"923","123386","3013","10078","2025-06-30","counterfeit","confirmed_fraud","3015.93","1317.71","0.32"
"924","129483","16380","11526","2025-03-10","card_not_present","confirmed_fraud","5111.97","2688.24","0.136"
"925","81653","5711","20939","2025-04-24","account_takeover","under_review","419.06","3600.26","0.912"
"926","97183","17522","14392","2025-01-20","card_not_present","under_review","1914.63","2395.73","0.298"
"927","6534","1896","7995","2025-03-05","account_takeover","under_review","7075.29","2892.34","0.042"
"928","47932","16335","13809","2025-12-11","card_not_present","recovered","7293.47","5358.56","0.044"
"929","115861","4737","12943","2025-11-01","card_not_present","false_positive","4953.44","2275.95","0.853"
"930","126274","210","3601","2025-06-20","friendly_fraud","recovered","5954.52","3971.82","0.766"
"931","158629","2094","23184","2025-04-20","friendly_fraud","false_positive","4853.55","1371.74","0.307"
"932","106660","14984","12827","2025-10-10","account_takeover","false_positive","5313.53","2040.22","0.547"
"933","145806","5437","5869","2025-01-08","friendly_fraud","confirmed_fraud","2286.64","5931.08","0.148"
"934","66158","7032","24014","2025-06-19","identity_theft","confirmed_fraud","7848.63","3263.73","0.728"
"935","13111","17424","21003","2025-03-29","friendly_fraud","false_positive","6985.03","5577.2","0.839"
"936","17378","12087","23117","2025-11-18","merchant_collusion","false_positive","1410.62","126.55","0.992"
"937","75497","12410","11663","2025-04-15","counterfeit","under_review","4767.48","2597.14","0.63"
"938","59690","2355","13455","2025-09-14","friendly_fraud","under_review","3497.91","709.29","0.559"
"939","108238","9147","21331","2025-12-15","identity_theft","recovered","4334.39","4821.32","0.033"
"940","52536","5948","5116","2025-01-06","card_not_present","recovered","7126.12","567.51","0.253"
"941","13750","12799","18608","2025-08-13","identity_theft","false_positive","3439.83","3676.83","0.888"
"942","119047","4413","12015","2025-05-20","merchant_collusion","recovered","5179.59","2915.47","0.898"
"943","14841","6702","17126","2025-01-21","friendly_fraud","recovered","1710.67","2550.01","0.991"
"944","20320","3586","8048","2025-09-05","card_not_present","false_positive","6886.32","4179.31","0.916"
"945","47896","17159","23555","2025-02-04","account_takeover","confirmed_fraud","2665.12","4837.61","0.785"
"946","17664","12635","12227","2025-12-28","card_not_present","recovered","2675.0","585.5","0.721"
"947","117429","10218","10867","2025-11-21","friendly_fraud","recovered","5980.55","5312.28","0.275"
"948","109861","10825","24007","2025-06-29","card_not_present","false_positive","1673.21","761.16","0.348"
"949","8468","3441","9490","2025-07-12","account_takeover","under_review","2153.72","3897.45","0.745"
"950","133327","10181","7955","2025-02-06","merchant_collusion","recovered","2099.09","354.06","0.535"
"951","56221","4829","849","2025-10-08","merchant_collusion","false_positive","7426.18","1478.79","0.592"
"952","120167","786","20060","2025-02-09","counterfeit","under_review","5892.39","2318.73","0.842"
"953","40506","2512","7745","2025-07-13","card_not_present","false_positive","1808.18","5179.07","0.882"
"954","71766","12193","7538","2025-08-23","account_takeover","recovered","7192.67","3102.99","0.685"
"955","43052","13093","1479","2025-03-23","merchant_collusion","false_positive","7928.05","5780.56","0.603"
"956","58196","9318","18040","2025-08-03","counterfeit","confirmed_fraud","6168.81","340.64","0.624"
"957","140219","1850","7604","2025-01-03","card_not_present","recovered","3729.1","5066.98","0.231"
"958","163957","12050","13055","2025-04-25","counterfeit","recovered","1745.21","4488.47","0.512"
"959","13788","3180","9202","2025-12-26","friendly_fraud","under_review","1923.8","2843.34","0.713"
"960","106075","17251","14954","2025-06-02","card_not_present","confirmed_fraud","7368.9","505.32","0.245"
"961","35093","9281","9797","2025-09-26","card_not_present","under_review","1671.85","4189.43","0.179"
"962","149202","339","7853","2025-04-30","merchant_collusion","false_positive","5890.21","2600.33","0.367"
"963","6647","14373","7281","2025-01-10","card_not_present","false_positive","3190.62","4096.68","0.833"
"964","28249","2606","15586","2025-07-07","counterfeit","under_review","6839.79","2403.94","0.757"
"965","5013","11362","14555","2025-12-16","merchant_collusion","recovered","230.67","4538.08","0.6"
"966","95005","884","2892","2025-10-20","card_not_present","under_review","6441.31","5745.64","0.855"
"967","19707","14403","97","2025-02-03","card_not_present","recovered","5322.68","144.44","0.881"
